SEQ|Selection|Species|Author|Family|Genus|MatchType|Backbone|SID|scientificFinal|scientificNameAuthorship|taxonomicStatus|SynonymBackbone|SynonymSID|SpeciesWCUPS|MatchTypeWCUPS|BackboneWCUPS|SIDWCUPS
3464|GTS|Corylopsis pauciflora|Siebold & Zucc.|Hamamelidaceae|Corylopsis|direct|WFO|wfo-0000623106|Corylopsis pauciflora|Siebold & Zucc.|ACCEPTED|""|""|Corylopsis pauciflora|direct|WFO|wfo-0000623106
3465|GTS|Corylopsis sinensis|Hemsl.|Hamamelidaceae|Corylopsis|direct|WFO|wfo-0000623110|Corylopsis sinensis|Hemsl.|ACCEPTED|""|""|Corylopsis sinensis|direct|WFO|wfo-0000623110
3466|GTS|Corylus avellana|L.|Betulaceae|Corylus|direct|WFO|wfo-0000925259|Corylus avellana|L.|ACCEPTED|""|""|Corylus avellana|direct|WFO|wfo-0000925259
3467|GTS|Corylus chinensis|Franch.|Betulaceae|Corylus|direct|WFO|wfo-0000925287|Corylus chinensis|Franch.|ACCEPTED|""|""|Corylus chinensis|direct|WFO|wfo-0000925287
3468|GTS|Corylus colurna|L.|Betulaceae|Corylus|direct|WFO|wfo-0000925290|Corylus colurna|L.|ACCEPTED|""|""|Corylus colurna|direct|WFO|wfo-0000925290
3469|GTS|Corylus cornuta|Marshall|Betulaceae|Corylus|direct|WFO|wfo-0000925296|Corylus cornuta|Marshall|ACCEPTED|""|""|Corylus cornuta|direct|WFO|wfo-0000925296
3470|GTS|Corylus fargesii|(Franch.) C.K.Schneid.|Betulaceae|Corylus|direct|WFO|wfo-0000925309|Corylus fargesii|(Franch.) C.K.Schneid.|ACCEPTED|""|""|Corylus fargesii|direct|WFO|wfo-0000925309
3471|GTS|Corylus ferox|Wall.|Betulaceae|Corylus|direct|WFO|wfo-0000925310|Corylus ferox|Wall.|ACCEPTED|""|""|Corylus ferox|direct|WFO|wfo-0000925310
3472|GTS|Corylus heterophylla|Fisch. ex Trautv.|Betulaceae|Corylus|direct|WFO|wfo-0000925321|Corylus heterophylla|Fisch. ex Trautv.|ACCEPTED|""|""|Corylus heterophylla|direct|WFO|wfo-0000925321
3473|GTS|Corylus jacquemontii|Decne.|Betulaceae|Corylus|direct|WFO|wfo-0000925335|Corylus jacquemontii|Decne.|ACCEPTED|""|""|Corylus jacquemontii|direct|WFO|wfo-0000925335
3474|GTS|Corylus maxima|Mill.|Betulaceae|Corylus|direct|WFO|wfo-0000925346|Corylus maxima|Mill.|ACCEPTED|""|""|Corylus maxima|direct|WFO|wfo-0000925346
3475|GTS|Corylus wangii|Hu|Betulaceae|Corylus|direct|WFO|wfo-0000925390|Corylus wangii|Hu|ACCEPTED|""|""|Corylus wangii|direct|WFO|wfo-0000925390
3476|GTS|Corylus yunnanensis|(Franch.) A.Camus|Betulaceae|Corylus|direct|WFO|wfo-0000925393|Corylus yunnanensis|(Franch.) A.Camus|ACCEPTED|""|""|Corylus yunnanensis|direct|WFO|wfo-0000925393
3477|GTS|Corymbia bleeseri|(Blakely) K.D.Hill & L.A.S.Johnson|Myrtaceae|Corymbia|direct|WFO|wfo-0000925408|Corymbia bleeseri|(Blakely) K.D.Hill & L.A.S.Johnson|ACCEPTED|""|""|Corymbia bleeseri|direct|WFO|wfo-0000925408
3478|GTS|Corymbia calophylla|(R.Br. ex Lindl.) K.D.Hill & L.A.S.Johnson|Myrtaceae|Corymbia|direct|WFO|wfo-0000925421|Corymbia calophylla|(Lindl.) K.D.Hill & L.A.S.Johnson|ACCEPTED|""|""|Corymbia calophylla|direct|WFO|wfo-0000925421
3479|GTS|Corymbia citriodora|(Hook.) K.D.Hill & L.A.S.Johnson|Myrtaceae|Corymbia|direct|WFO|wfo-0000925431|Corymbia citriodora|(Hook.) K.D.Hill & L.A.S.Johnson|ACCEPTED|""|""|Corymbia citriodora|direct|WFO|wfo-0000925431
3480|GTS|Corymbia eximia|(Schauer) K.D.Hill & L.A.S.Johnson|Myrtaceae|Corymbia|direct|WFO|wfo-0000925512|Corymbia eximia|(Schauer) K.D.Hill & L.A.S.Johnson|ACCEPTED|""|""|Corymbia eximia|direct|WFO|wfo-0000925512
3481|GTS|Corymbia ficifolia|(F.Muell.) K.D.Hill & L.A.S.Johnson|Myrtaceae|Corymbia|direct|WFO|wfo-0000925520|Corymbia ficifolia|(F.Muell.) K.D.Hill & L.A.S.Johnson|ACCEPTED|""|""|Corymbia ficifolia|direct|WFO|wfo-0000925520
3482|GTS|Corymbia gummifera|(Gaertn.) K.D.Hill & L.A.S.Johnson|Myrtaceae|Corymbia|direct|WFO|wfo-0000925527|Corymbia gummifera|(Gaertn.) K.D.Hill & L.A.S.Johnson|ACCEPTED|""|""|Corymbia gummifera|direct|WFO|wfo-0000925527
3483|GTS|Corymbia intermedia|(F.Muell. ex R.T.Baker) K.D.Hill & L.A.S.Johnson|Myrtaceae|Corymbia|direct|WFO|wfo-0000925536|Corymbia intermedia|(R.T.Baker) K.D.Hill & L.A.S.Johnson|ACCEPTED|""|""|Corymbia intermedia|direct|WFO|wfo-0000925536
3484|GTS|Corymbia maculata|(Hook.) K.D.Hill & L.A.S.Johnson|Myrtaceae|Corymbia|direct|WFO|wfo-0000925549|Corymbia maculata|(Hook.) K.D.Hill & L.A.S.Johnson|ACCEPTED|""|""|Corymbia maculata|direct|WFO|wfo-0000925549
3485|GTS|Corymbia opaca|(D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson|Myrtaceae|Corymbia|direct|WFO|wfo-0000925591|Corymbia terminalis|(F.Muell.) K.D.Hill & L.A.S.Johnson|ACCEPTED|WFO|wfo-0000925555|Corymbia terminalis|direct|WFO|wfo-0000925591
3486|GTS|Corymbia papuana|(F.Muell.) K.D.Hill & L.A.S.Johnson|Myrtaceae|Corymbia|direct|WFO|wfo-0000925562|Corymbia papuana|(F.Muell.) K.D.Hill & L.A.S.Johnson|ACCEPTED|""|""|Corymbia papuana|direct|WFO|wfo-0000925562
3487|GTS|Corymbia terminalis|(F.Muell.) K.D.Hill & L.A.S.Johnson|Myrtaceae|Corymbia|direct|WFO|wfo-0000925591|Corymbia terminalis|(F.Muell.) K.D.Hill & L.A.S.Johnson|ACCEPTED|""|""|Corymbia terminalis|direct|WFO|wfo-0000925591
3488|GTS|Corymbia tessellaris|(F.Muell.) K.D.Hill & L.A.S.Johnson|Myrtaceae|Corymbia|direct|WFO|wfo-0000925592|Corymbia tessellaris|(F.Muell.) K.D.Hill & L.A.S.Johnson|ACCEPTED|""|""|Corymbia tessellaris|direct|WFO|wfo-0000925592
3489|GTS|Corymbia torelliana|(F.Muell.) K.D.Hill & L.A.S.Johnson|Myrtaceae|Corymbia|direct|WFO|wfo-0000925593|Corymbia torelliana|(F.Muell.) K.D.Hill & L.A.S.Johnson|ACCEPTED|""|""|Corymbia torelliana|direct|WFO|wfo-0000925593
3490|GTS|Corymbia trachyphloia|(F.Muell.) K.D.Hill & L.A.S.Johnson|Myrtaceae|Corymbia|direct|WFO|wfo-0000925597|Corymbia trachyphloia|(F.Muell.) K.D.Hill & L.A.S.Johnson|ACCEPTED|""|""|Corymbia trachyphloia|direct|WFO|wfo-0000925597
3491|GTS|Corynanthe johimbe|K.Schum.|Rubiaceae|Corynanthe|direct|WFO|wfo-0000925772|Corynanthe johimbe|K.Schum.|ACCEPTED|""|""|Corynanthe johimbe|direct|WFO|wfo-0000925772
3492|GTS|Corynanthe lane-poolei|Hutch.|Rubiaceae|Corynanthe|direct|WFO|wfo-0000925773|Corynanthe lane-poolei|Hutch.|ACCEPTED|""|""|Corynanthe lane-poolei|direct|WFO|wfo-0000925773
3493|GTS|Corynanthe macroceras|K.Schum.|Rubiaceae|Corynanthe|direct|WFO|wfo-0000925774|Corynanthe macroceras|K.Schum.|ACCEPTED|""|""|Corynanthe macroceras|direct|WFO|wfo-0000925774
3494|GTS|Corynanthe mayumbensis|(R.D.Good) N.Hallé|Rubiaceae|Corynanthe|direct|WFO|wfo-0000925775|Corynanthe mayumbensis|(R.D.Good) N.Hallé|ACCEPTED|""|""|Corynanthe mayumbensis|direct|WFO|wfo-0000925775
3495|GTS|Corynanthe pachyceras|K.Schum.|Rubiaceae|Corynanthe|direct|WFO|wfo-0000925777|Corynanthe pachyceras|K.Schum.|ACCEPTED|""|""|Corynanthe pachyceras|direct|WFO|wfo-0000925777
3496|GTS|Corynanthe paniculata|Welw.|Rubiaceae|Corynanthe|direct|WFO|wfo-0000925778|Corynanthe paniculata|Welw.|ACCEPTED|""|""|Corynanthe paniculata|direct|WFO|wfo-0000925778
3497|GTS|Corynanthe talbotii|(Wernham) Å.Krüger & Löfstrand|Rubiaceae|Corynanthe|direct|WFO|wfo-0001340595|Corynanthe talbotii|(Wernham) Å.Krüger & Löfstrand|ACCEPTED|""|""|Corynanthe talbotii|direct|WFO|wfo-0001340595
3498|GTS|Corynocarpus cribbianus|(F.M.Bailey) L.S.Sm.|Corynocarpaceae|Corynocarpus|direct|WFO|wfo-0000925784|Corynocarpus cribbianus|(F.M.Bailey) L.S.Sm.|ACCEPTED|""|""|Corynocarpus cribbianus|direct|WFO|wfo-0000925784
3499|GTS|Corynocarpus laevigatus|J.R.Forst. & G.Forst.|Corynocarpaceae|Corynocarpus|direct|WFO|wfo-0000925786|Corynocarpus laevigatus|J.R.Forst. & G.Forst.|ACCEPTED|""|""|Corynocarpus laevigatus|direct|WFO|wfo-0000925786
3500|GTS|Corynocarpus similis|Hemsl.|Corynocarpaceae|Corynocarpus|direct|WFO|wfo-0000925791|Corynocarpus similis|Hemsl.|ACCEPTED|""|""|Corynocarpus similis|direct|WFO|wfo-0000925791
3501|GTS|Corypha umbraculifera|L.|Arecaceae|Corypha|direct|WFO|wfo-0000925851|Corypha umbraculifera|L.|ACCEPTED|""|""|Corypha umbraculifera|direct|WFO|wfo-0000925851
3502|GTS|Corypha utan|Lam.|Arecaceae|Corypha|direct|WFO|wfo-0000925853|Corypha utan|Lam.|ACCEPTED|""|""|Corypha utan|direct|WFO|wfo-0000925853
3503|GTS|Cosmibuena grandiflora|(Ruiz & Pav.) Rusby|Rubiaceae|Cosmibuena|direct|WFO|wfo-0000925943|Cosmibuena grandiflora|Rusby|ACCEPTED|""|""|Cosmibuena grandiflora|direct|WFO|wfo-0000925943
3504|GTS|Cossinia pinnata|Comm. ex Lam.|Sapindaceae|Cossinia|direct|WFO|wfo-0000623587|Cossinia pinnata|Comm. ex Lam.|ACCEPTED|""|""|Cossinia pinnata|direct|WFO|wfo-0000623587
3505|GTS|Cotinus coggygria|Scop.|Anacardiaceae|Cotinus|direct|WFO|wfo-0000623618|Cotinus coggygria|Scop.|ACCEPTED|""|""|Cotinus coggygria|direct|WFO|wfo-0000623618
3506|GTS|Cotinus obovatus|Raf.|Anacardiaceae|Cotinus|direct|WFO|wfo-0000623637|Cotinus obovatus|Raf.|ACCEPTED|""|""|Cotinus obovatus|direct|WFO|wfo-0000623637
3507|GTS|Cotoneaster ellipticus|(Lindl.) Loudon|Rosaceae|Cotoneaster|direct|WFO|wfo-0001019142|Cotoneaster ellipticus|Hort ex Loudon|ACCEPTED|""|""|Cotoneaster ellipticus|direct|WFO|wfo-0001019142
3508|GTS|Cotoneaster frigidus|Wall. ex Lindl.|Rosaceae|Cotoneaster|direct|WFO|wfo-0000987417|Cotoneaster frigidus|Wall.|ACCEPTED|""|""|Cotoneaster frigidus|direct|WFO|wfo-0000987417
3509|GTS|Cotoneaster racemiflorus|(Desf.) K.Koch|Rosaceae|Cotoneaster|direct|WFO|wfo-0001016835|Cotoneaster racemiflorus|(Desf.) Schltdl.|ACCEPTED|""|""|Cotoneaster racemiflorus|direct|WFO|wfo-0001016835
3510|GTS|Cotylelobium burckii|(F.Heim) F.Heim|Dipterocarpaceae|Cotylelobium|direct|WFO|wfo-0000624075|Cotylelobium burckii|F.Heim|ACCEPTED|""|""|Cotylelobium burckii|direct|WFO|wfo-0000624075
3511|GTS|Cotylelobium lanceolatum|Craib|Dipterocarpaceae|Cotylelobium|direct|WFO|wfo-0000624079|Cotylelobium lanceolatum|Craib|ACCEPTED|""|""|Cotylelobium lanceolatum|direct|WFO|wfo-0000624079
3512|GTS|Cotylelobium melanoxylon|(Hook.f.) Pierre|Dipterocarpaceae|Cotylelobium|direct|WFO|wfo-0000624083|Cotylelobium melanoxylon|Pierre|ACCEPTED|""|""|Cotylelobium melanoxylon|direct|WFO|wfo-0000624083
3513|GTS|Cotylelobium scabriusculum|(Thwaites) Brandis|Dipterocarpaceae|Cotylelobium|direct|WFO|wfo-0000624086|Cotylelobium scabriusculum|Brandis|ACCEPTED|""|""|Cotylelobium scabriusculum|direct|WFO|wfo-0000624086
3514|GTS|Couepia bracteosa|Benth.|Chrysobalanaceae|Couepia|direct|WFO|wfo-0000830629|Couepia bracteosa|Benth.|ACCEPTED|""|""|Couepia bracteosa|direct|WFO|wfo-0000830629
3515|GTS|Couepia chrysocalyx|(Poepp.) Benth. ex Hook.f.|Chrysobalanaceae|Couepia|direct|WFO|wfo-0000830639|Couepia chrysocalyx|Benth. ex Hook.f.|ACCEPTED|""|""|Couepia chrysocalyx|direct|WFO|wfo-0000830639
3516|GTS|Couepia guianensis|Aubl.|Chrysobalanaceae|Couepia|direct|WFO|wfo-0000830666|Couepia guianensis|Aubl.|ACCEPTED|""|""|Couepia guianensis|direct|WFO|wfo-0000830666
3517|GTS|Couepia paraensis|(Mart. & Zucc.) Benth.|Chrysobalanaceae|Couepia|direct|WFO|wfo-0000830700|Couepia paraensis|Benth.|ACCEPTED|""|""|Couepia paraensis|direct|WFO|wfo-0000830700
3518|GTS|Couepia polyandra|(Kunth) Rose|Chrysobalanaceae|Couepia|direct|WFO|wfo-0000830709|Couepia polyandra|Rose|ACCEPTED|""|""|Couepia polyandra|direct|WFO|wfo-0000830709
3519|GTS|Couepia rufa|Ducke|Chrysobalanaceae|Couepia|direct|WFO|wfo-0000830719|Couepia rufa|Ducke|ACCEPTED|""|""|Couepia rufa|direct|WFO|wfo-0000830719
3520|GTS|Couepia subcordata|Benth. ex Hook.f.|Chrysobalanaceae|Couepia|direct|WFO|wfo-0000830729|Couepia subcordata|Benth. ex Hook.f.|ACCEPTED|""|""|Couepia subcordata|direct|WFO|wfo-0000830729
3521|GTS|Coula edulis|Baill.|Olacaceae|Coula|direct|WFO|wfo-0000624101|Coula edulis|Baill.|ACCEPTED|""|""|Coula edulis|direct|WFO|wfo-0000624101
3522|GTS|Coulteria cubensis|(Greenm.) Sotuyo & G.P.Lewis|Fabaceae|Coulteria|direct|WFO|wfo-0001347690|Coulteria cubensis|(Greenm.) Sotuyo & G.P.Lewis|ACCEPTED|""|""|Coulteria cubensis|direct|WFO|wfo-0001347690
3523|GTS|Coulteria mollis|Kunth|Fabaceae|Coulteria|direct|WFO|wfo-0001051109|Coulteria mollis|Kunth|UNCHECKED|""|""|Coulteria mollis|direct|WFO|wfo-0001051109
3524|GTS|Coulteria platyloba|(S.Watson) N.Zamora|Fabaceae|Coulteria|direct|WFO|wfo-0001039846|Coulteria platyloba|(S.Watson) N.Zamora|ACCEPTED|""|""|Coulteria platyloba|direct|WFO|wfo-0001039846
3525|GTS|Coulteria velutina|(Britton & Rose) Sotuyo & G.P.Lewis|Fabaceae|Coulteria|direct|WFO|wfo-0001347693|Coulteria velutina|(Britton & Rose) Sotuyo & G.P.Lewis|ACCEPTED|""|""|Coulteria velutina|direct|WFO|wfo-0001347693
3526|GTS|Couma guianensis|Aubl.|Apocynaceae|Couma|direct|WFO|wfo-0000926015|Couma guianensis|Aubl.|ACCEPTED|""|""|Couma guianensis|direct|WFO|wfo-0000926015
3527|GTS|Couma macrocarpa|Barb.Rodr.|Apocynaceae|Couma|direct|WFO|wfo-0000926016|Couma macrocarpa|Barb.Rodr.|ACCEPTED|""|""|Couma macrocarpa|direct|WFO|wfo-0000926016
3528|GTS|Couma rigida|Müll.Arg.|Apocynaceae|Couma|direct|WFO|wfo-0000926020|Couma rigida|Müll.Arg.|ACCEPTED|""|""|Couma rigida|direct|WFO|wfo-0000926020
3529|GTS|Couma utilis|(Mart.) Müll.Arg.|Apocynaceae|Couma|direct|WFO|wfo-0000926022|Couma utilis|Müll.Arg.|ACCEPTED|""|""|Couma utilis|direct|WFO|wfo-0000926022
3530|GTS|Couratari guianensis|Aubl.|Lecythidaceae|Couratari|direct|WFO|wfo-0000775104|Couratari guianensis|Aubl.|ACCEPTED|""|""|Couratari guianensis|direct|WFO|wfo-0000775104
3531|GTS|Couratari multiflora|(Sm.) Eyma|Lecythidaceae|Couratari|direct|WFO|wfo-0000775116|Couratari multiflora|(Sm.) Eyma|ACCEPTED|""|""|Couratari multiflora|direct|WFO|wfo-0000775116
3532|GTS|Couratari oblongifolia|Ducke & R.Knuth|Lecythidaceae|Couratari|direct|WFO|wfo-0000775117|Couratari oblongifolia|Ducke & R.Knuth|ACCEPTED|""|""|Couratari oblongifolia|direct|WFO|wfo-0000775117
3533|GTS|Couratari pyramidata|(Vell.) R.Knuth|Lecythidaceae|Couratari|direct|WFO|wfo-0000775125|Couratari pyramidata|(Vell.) R.Knuth|ACCEPTED|""|""|Couratari pyramidata|direct|WFO|wfo-0000775125
3534|GTS|Couroupita guianensis|Aubl.|Lecythidaceae|Couroupita|direct|WFO|wfo-0000775148|Couroupita guianensis|Aubl.|ACCEPTED|""|""|Couroupita guianensis|direct|WFO|wfo-0000775148
3535|GTS|Couroupita nicaraguarensis|DC.|Lecythidaceae|Couroupita|direct|WFO|wfo-0000775153|Couroupita nicaraguarensis|DC.|ACCEPTED|""|""|Couroupita nicaraguarensis|direct|WFO|wfo-0000775153
3536|GTS|Coursetia ferruginea|(Kunth) Lavin|Fabaceae|Coursetia|direct|WFO|wfo-0000179756|Coursetia ferruginea|(Kunth) Lavin|ACCEPTED|""|""|Coursetia ferruginea|direct|WFO|wfo-0000179756
3537|GTS|Coursetia glandulosa|A.Gray|Fabaceae|Coursetia|direct|WFO|wfo-0000174056|Coursetia glandulosa|A.Gray|ACCEPTED|""|""|Coursetia glandulosa|direct|WFO|wfo-0000174056
3538|GTS|Coussapoa nitida|Miq.|Urticaceae|Coussapoa|direct|WFO|wfo-0000624227|Coussapoa nitida|Miq.|ACCEPTED|""|""|Coussapoa nitida|direct|WFO|wfo-0000624227
3539|GTS|Coussarea surinamensis|Bremek.|Rubiaceae|Coussarea|direct|WFO|wfo-0000926402|Coussarea surinamensis|Bremek.|ACCEPTED|""|""|Coussarea surinamensis|direct|WFO|wfo-0000926402
3540|GTS|Coutarea hexandra|(Jacq.) K.Schum.|Rubiaceae|Coutarea|direct|WFO|wfo-0000926501|Coutarea hexandra|(Jacq.) K.Schum.|ACCEPTED|""|""|Coutarea hexandra|direct|WFO|wfo-0000926501
3541|GTS|Craibia affinis|(De Wild.) De Wild.|Fabaceae|Craibia|direct|WFO|wfo-0000198603|Craibia affinis|(De Wild.) De Wild.|ACCEPTED|""|""|Craibia affinis|direct|WFO|wfo-0000198603
3542|GTS|Craibia brownii|Dunn|Fabaceae|Craibia|direct|WFO|wfo-0000198707|Craibia brownii|Dunn|ACCEPTED|""|""|Craibia brownii|direct|WFO|wfo-0000198707
3543|GTS|Craspidospermum verticillatum|Bojer ex Decne.|Apocynaceae|Craspidospermum|direct|WFO|wfo-0000926709|Craspidospermum verticillatum|Bojer|ACCEPTED|""|""|Craspidospermum verticillatum|direct|WFO|wfo-0000926709
3544|GTS|Crataegus aestivalis|(Walter) Torr. & A.Gray|Rosaceae|Crataegus|direct|WFO|wfo-0001010009|Crataegus aestivalis|(Walter) Torr. & A.Gray|ACCEPTED|""|""|Crataegus aestivalis|direct|WFO|wfo-0001010009
3545|GTS|Crataegus azarolus|L.|Rosaceae|Crataegus|direct|WFO|wfo-0000988173|Crataegus azarolus|L.|ACCEPTED|""|""|Crataegus azarolus|direct|WFO|wfo-0000988173
3546|GTS|Crataegus buckleyi|Beadle|Rosaceae|Crataegus|direct|WFO|wfo-0001010372|Crataegus intricata|Lange|ACCEPTED|WFO|wfo-0000983580|Crataegus intricata|direct|WFO|wfo-0001010372
3547|GTS|Crataegus calpodendron|(Ehrh.) Medik.|Rosaceae|Crataegus|direct|WFO|wfo-0001010107|Crataegus calpodendron|(Ehrh.) Medik.|ACCEPTED|""|""|Crataegus calpodendron|direct|WFO|wfo-0001010107
3548|GTS|Crataegus chlorocarpa|Lenné & K.Koch|Rosaceae|Crataegus|direct|WFO|wfo-0000987390|Crataegus chlorocarpa|K.Koch|ACCEPTED|""|""|Crataegus chlorocarpa|direct|WFO|wfo-0000987390
3549|GTS|Crataegus chlorosarca|Maxim.|Rosaceae|Crataegus|direct|WFO|wfo-0001016154|Crataegus chlorosarca|Maxim.|ACCEPTED|""|""|Crataegus chlorosarca|direct|WFO|wfo-0001016154
3550|GTS|Crataegus chrysocarpa|Ashe|Rosaceae|Crataegus|direct|WFO|wfo-0001010118|Crataegus chrysocarpa|Ashe|ACCEPTED|""|""|Crataegus chrysocarpa|direct|WFO|wfo-0001010118
3551|GTS|Crataegus coccinea|L.|Rosaceae|Crataegus|direct|WFO|wfo-0001011218|Crataegus coccinea|L.|ACCEPTED|""|""|Crataegus coccinea|direct|WFO|wfo-0001011218
3552|GTS|Crataegus crus-galli|L.|Rosaceae|Crataegus|direct|WFO|wfo-0001015893|Crataegus crus-galli|L.|ACCEPTED|""|""|Crataegus crus-galli|direct|WFO|wfo-0001015893
3553|GTS|Crataegus dahurica|Koehne ex C.K.Schneid.|Rosaceae|Crataegus|direct|WFO|wfo-0001012528|Crataegus dahurica|hort. ex Koehne|ACCEPTED|""|""|Crataegus dahurica|direct|WFO|wfo-0001012528
3554|GTS|Crataegus douglasii|Lindl.|Rosaceae|Crataegus|direct|WFO|wfo-0001003993|Crataegus douglasii|Lindl.|ACCEPTED|""|""|Crataegus douglasii|direct|WFO|wfo-0001003993
3555|GTS|Crataegus gracilior|J.B.Phipps|Rosaceae|Crataegus|direct|WFO|wfo-0000986837|Crataegus gracilior|J.B.Phipps|UNCHECKED|""|""|Crataegus gracilior|direct|WFO|wfo-0000986837
3556|GTS|Crataegus intricata|Lange|Rosaceae|Crataegus|direct|WFO|wfo-0001010372|Crataegus intricata|Lange|ACCEPTED|""|""|Crataegus intricata|direct|WFO|wfo-0001010372
3557|GTS|Crataegus korolkowii|Regel ex Zabel|Rosaceae|Crataegus|direct|WFO|wfo-0000987300|Crataegus korolkowii|L.Henry|ACCEPTED|""|""|Crataegus korolkowii|direct|WFO|wfo-0000987300
3558|GTS|Crataegus laciniata|Ucria|Rosaceae|Crataegus|direct|WFO|wfo-0001015176|Crataegus laciniata|Ucria|ACCEPTED|""|""|Crataegus laciniata|direct|WFO|wfo-0001015176
3559|GTS|Crataegus laevigata|(Poir.) DC.|Rosaceae|Crataegus|direct|WFO|wfo-0001009174|Crataegus laevigata|(Poir.) DC.|ACCEPTED|""|""|Crataegus laevigata|direct|WFO|wfo-0001009174
3560|GTS|Crataegus mexicana|Mo‡. & Sess‚ ex DC.|Rosaceae|Crataegus|direct|WFO|wfo-0001018418|Crataegus mexicana|Moc. & Sessé ex DC.|ACCEPTED|""|""|Crataegus mexicana|direct|WFO|wfo-0001018418
3561|GTS|Crataegus mollis|(Torr. & A.Gray) Scheele|Rosaceae|Crataegus|direct|WFO|wfo-0001010503|Crataegus mollis|(Torr. & A.Gray) Scheele|ACCEPTED|""|""|Crataegus mollis|direct|WFO|wfo-0001010503
3562|GTS|Crataegus monogyna|Jacq.|Rosaceae|Crataegus|direct|WFO|wfo-0001009785|Crataegus monogyna|Jacq.|ACCEPTED|""|""|Crataegus monogyna|direct|WFO|wfo-0001009785
3563|GTS|Crataegus nigra|Waldst. & Kit.|Rosaceae|Crataegus|direct|WFO|wfo-0000994234|Crataegus nigra|Waldst. & Kit.|ACCEPTED|""|""|Crataegus nigra|direct|WFO|wfo-0000994234
3564|GTS|Crataegus opaca|Hook. & Arn. ex Hook.|Rosaceae|Crataegus|direct|WFO|wfo-0001010519|Crataegus opaca|Hook. & Arn.|ACCEPTED|""|""|Crataegus opaca|direct|WFO|wfo-0001010519
3565|GTS|Crataegus orientalis|Pall. ex M.Bieb.|Rosaceae|Crataegus|direct|WFO|wfo-0001015849|Crataegus orientalis|(Mill.) M.Bieb.|ACCEPTED|""|""|Crataegus orientalis|direct|WFO|wfo-0001015849
3566|GTS|Crataegus pennsylvanica|Ashe|Rosaceae|Crataegus|direct|WFO|wfo-0001010527|Crataegus pennsylvanica|Ashe|ACCEPTED|""|""|Crataegus pennsylvanica|direct|WFO|wfo-0001010527
3567|GTS|Crataegus pentagyna|Waldst. & Kit. ex Willd.|Rosaceae|Crataegus|direct|WFO|wfo-0000988933|Crataegus pentagyna|Waldst. & Kit. ex Willd.|ACCEPTED|""|""|Crataegus pentagyna|direct|WFO|wfo-0000988933
3568|GTS|Crataegus phaenopyrum|(L.f.) Medik.|Rosaceae|Crataegus|direct|WFO|wfo-0001010531|Crataegus phaenopyrum|(L.f.) Medik.|ACCEPTED|""|""|Crataegus phaenopyrum|direct|WFO|wfo-0001010531
3569|GTS|Crataegus pinnatifida|Bunge|Rosaceae|Crataegus|direct|WFO|wfo-0000988959|Crataegus pinnatifida|Bunge|ACCEPTED|""|""|Crataegus pinnatifida|direct|WFO|wfo-0000988959
3570|GTS|Crataegus punctata|Jacq.|Rosaceae|Crataegus|direct|WFO|wfo-0001010545|Crataegus punctata|Jacq.|ACCEPTED|""|""|Crataegus punctata|direct|WFO|wfo-0001010545
3571|GTS|Crataegus rhipidophylla|Gand.|Rosaceae|Crataegus|direct|WFO|wfo-0000989083|Crataegus rhipidophylla|Gand.|ACCEPTED|""|""|Crataegus rhipidophylla|direct|WFO|wfo-0000989083
3572|GTS|Crataegus rivularis|Nutt.|Rosaceae|Crataegus|direct|WFO|wfo-0001010562|Crataegus rivularis|Nutt. ex Torr. & A.Gray|ACCEPTED|""|""|Crataegus rivularis|direct|WFO|wfo-0001010562
3573|GTS|Crataegus sanguinea|Pall.|Rosaceae|Crataegus|direct|WFO|wfo-0001016150|Crataegus sanguinea|Pall.|ACCEPTED|""|""|Crataegus sanguinea|direct|WFO|wfo-0001016150
3574|GTS|Crataegus scabrifolia|(Franch.) Rehder|Rosaceae|Crataegus|direct|WFO|wfo-0001016143|Crataegus scabrifolia|(Franch.) Rehder|ACCEPTED|""|""|Crataegus scabrifolia|direct|WFO|wfo-0001016143
3575|GTS|Crataegus songarica|K. Koch|Rosaceae|Crataegus|direct|WFO|wfo-0001131862|Crataegus songarica|K.Koch|ACCEPTED|""|""|Crataegus songarica|direct|WFO|wfo-0001131862
3576|GTS|Crataegus spathulata|Michx.|Rosaceae|Crataegus|direct|WFO|wfo-0001010581|Crataegus spathulata|Michx.|ACCEPTED|""|""|Crataegus spathulata|direct|WFO|wfo-0001010581
3577|GTS|Crataegus submollis|Sarg.|Rosaceae|Crataegus|direct|WFO|wfo-0001018150|Crataegus submollis|Sarg.|ACCEPTED|""|""|Crataegus submollis|direct|WFO|wfo-0001018150
3578|GTS|Crataegus tanacetifolia|(Poir.) Pers.|Rosaceae|Crataegus|direct|WFO|wfo-0000989357|Crataegus tanacetifolia|(Poir.) Pers.|ACCEPTED|""|""|Crataegus tanacetifolia|direct|WFO|wfo-0000989357
3579|GTS|Crataegus uniflora|Münchh.|Rosaceae|Crataegus|direct|WFO|wfo-0001010634|Crataegus uniflora|Münchh.|ACCEPTED|""|""|Crataegus uniflora|direct|WFO|wfo-0001010634
3580|GTS|Crataegus viridis|L.|Rosaceae|Crataegus|direct|WFO|wfo-0001010644|Crataegus viridis|L.|ACCEPTED|""|""|Crataegus viridis|direct|WFO|wfo-0001010644
